product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MOD11A2,LST_Day_1km,A2021209,28/07/2021,301.98,304.68,24604.4199,2.7,303.7583,0.2666,0.5163,81,81,100,2.02122E+12,304.26
MOD11A2,LST_Day_1km,A2021217,05/08/2021,299.32,303.14,24407.9609,3.82,301.3329,0.6547,0.8091,81,81,100,2.02123E+12,301.12
MOD11A2,LST_Day_1km,A2021225,13/08/2021,299.5,302,24369.2637,2.5,300.8551,0.3703,0.6085,81,81,100,2.02123E+12,301.7
MOD11A2,LST_Day_1km,A2021233,21/08/2021,301.18,304.32,24517.4375,3.14,302.6844,0.4421,0.6649,81,81,100,2.02124E+12,302.64
MOD11A2,LST_Day_1km,A2021241,29/08/2021,297.46,300.96,18860.3242,3.5,299.3702,0.8592,0.9269,81,63,77.78,2.02125E+12,299.12
MOD11A2,LST_Day_1km,A2021249,06/09/2021,301.46,303.24,24495.541,1.78,302.4141,0.211,0.4593,81,81,100,2.02126E+12,302.82
MOD11A2,LST_Day_1km,A2021257,14/09/2021,299.74,302.52,24383.8262,2.78,301.0349,0.4837,0.6955,81,81,100,2.02127E+12,302.16
MOD11A2,LST_Day_1km,A2021265,22/09/2021,300.08,302.26,24413.2969,2.18,301.3987,0.2785,0.5278,81,81,100,2.02132E+12,301.8
MOD11A2,LST_Day_1km,A2021273,30/09/2021,301.08,304.86,24571.3613,3.78,303.3501,0.7384,0.8593,81,81,100,2.02128E+12,303.74
MOD11A2,LST_Day_1km,A2021281,08/10/2021,302.44,307.92,24737.4004,5.48,305.4,1.6275,1.2758,81,81,100,2.02129E+12,307.06
MOD11A2,LST_Day_1km,A2021289,16/10/2021,302.78,307.08,24745.9668,4.3,305.5058,0.8428,0.918,81,81,100,2.0213E+12,305.92
MOD11A2,LST_Day_1km,A2021297,24/10/2021,301.5,305.16,24608.7559,3.66,303.8118,0.5417,0.736,81,81,100,2.02131E+12,304.1
MOD11A2,LST_Day_1km,A2021305,01/11/2021,304.04,307.82,24816.8789,3.78,306.3812,0.6104,0.7813,81,81,100,2.02131E+12,306.72
MOD11A2,LST_Day_1km,A2021313,09/11/2021,304.08,308.06,24829.4238,3.98,306.5361,0.7649,0.8746,81,81,100,2.02132E+12,307.04
MOD11A2,LST_Day_1km,A2021321,17/11/2021,300.48,304.08,24508.5,3.6,302.5741,0.6984,0.8357,81,81,100,2.02133E+12,302.54
MOD11A2,LST_Day_1km,A2021329,25/11/2021,298.52,301.78,24308.2383,3.26,300.1017,0.6664,0.8163,81,81,100,2.02134E+12,300.48
MOD11A2,LST_Day_1km,A2021337,03/12/2021,298.38,302.42,24344.4004,4.04,300.5482,0.8166,0.9036,81,81,100,2.02135E+12,300.32
MOD11A2,LST_Day_1km,A2021345,11/12/2021,298.46,302.06,24350.5195,3.6,300.6237,0.6608,0.8129,81,81,100,2.02136E+12,301.06
MOD11A2,LST_Day_1km,A2021353,19/12/2021,297.92,301.8,24344.4609,3.88,300.5489,0.6065,0.7788,81,81,100,2.022E+12,300.88
MOD11A2,LST_Day_1km,A2021361,27/12/2021,297.28,304.16,24251.6562,6.88,299.4032,4.0035,2.0009,81,81,100,2.02201E+12,298.72
MOD11A2,LST_Day_1km,A2022001,01/01/2022,296.68,299.72,24184.7988,3.04,298.5778,0.4872,0.698,81,81,100,2.02201E+12,298.9
MOD11A2,LST_Day_1km,A2022009,09/01/2022,297.16,301.84,24309.959,4.68,300.123,1.0737,1.0362,81,81,100,2.02202E+12,300.4
MOD11A2,LST_Day_1km,A2022017,17/01/2022,295.36,299.76,24145.1738,4.4,298.0886,0.7525,0.8675,81,81,100,2.02203E+12,298.92
MOD11A2,LST_Day_1km,A2022025,25/01/2022,296.94,300.6,24246.9961,3.66,299.3456,0.5511,0.7424,81,81,100,2.02204E+12,299.68
MOD11A2,LST_Day_1km,A2022033,02/02/2022,295.86,300.44,24198.998,4.58,298.7531,0.8344,0.9134,81,81,100,2.02204E+12,299.3
MOD11A2,LST_Day_1km,A2022041,10/02/2022,300.3,304.54,24550.3047,4.24,303.0902,0.8051,0.8973,81,81,100,2.02205E+12,303.56
MOD11A2,LST_Day_1km,A2022049,18/02/2022,299.66,305.42,24532.5645,5.76,302.8712,1.5268,1.2356,81,81,100,2.02206E+12,303.46
MOD11A2,LST_Day_1km,A2022057,26/02/2022,304.52,308.4,24834.3789,3.88,306.5973,0.845,0.9192,81,81,100,2.02207E+12,306.58
MOD11A2,LST_Day_1km,A2022065,06/03/2022,302.04,306.84,24688.1992,4.8,304.7926,0.8873,0.942,81,81,100,2.0221E+12,305.34
MOD11A2,LST_Day_1km,A2022073,14/03/2022,307.12,311.4,25075.5547,4.28,309.5747,0.7653,0.8748,81,81,100,2.0221E+12,310
MOD11A2,LST_Day_1km,A2022081,22/03/2022,306.6,312.14,25083.2402,5.54,309.6696,1.1671,1.0803,81,81,100,2.0221E+12,310.5
MOD11A2,LST_Day_1km,A2022089,30/03/2022,307.76,311.94,25112.8672,4.18,310.0354,0.8519,0.923,81,81,100,2.0221E+12,310.58
MOD11A2,LST_Day_1km,A2022097,07/04/2022,309.04,314.36,25265.5,5.32,311.9197,1.2303,1.1092,81,81,100,2.02212E+12,312.82
MOD11A2,LST_Day_1km,A2022105,15/04/2022,312.1,316.62,25504.1387,4.52,314.8659,0.8682,0.9318,81,81,100,2.02212E+12,315.32
MOD11A2,LST_Day_1km,A2022113,23/04/2022,313.22,317.32,25542.2402,4.1,315.3363,0.9642,0.9819,81,81,100,2.02212E+12,315.9
MOD11A2,LST_Day_1km,A2022121,01/05/2022,313.9,318.48,25613.5996,4.58,316.2173,1.006,1.003,81,81,100,2.02213E+12,316.94
MOD11A2,LST_Day_1km,A2022129,09/05/2022,315.2,319.72,25724.5176,4.52,317.5866,0.8854,0.941,81,81,100,2.02214E+12,318.1
MOD11A2,LST_Day_1km,A2022137,17/05/2022,313.82,318.02,25582.2598,4.2,315.8304,1.078,1.0383,81,81,100,2.02215E+12,316.44
MOD11A2,LST_Day_1km,A2022145,25/05/2022,315.18,319.7,25712.5215,4.52,317.4385,1.0638,1.0314,81,81,100,2.02216E+12,318.26
MOD11A2,LST_Day_1km,A2022153,02/06/2022,311.04,315.74,25364.3809,4.7,313.1405,1.072,1.0354,81,81,100,2.02216E+12,313.56
MOD11A2,LST_Day_1km,A2022161,10/06/2022,312.72,316.6,25480.998,3.88,314.5802,0.9546,0.977,81,81,100,2.02217E+12,315.56
MOD11A2,LST_Day_1km,A2022169,18/06/2022,308.78,318.46,25458.377,9.68,314.301,3.426,1.8509,81,81,100,2.02218E+12,314.66
MOD11A2,LST_Day_1km,A2022177,26/06/2022,304.6,312.38,25140,7.78,310.3704,2.7921,1.671,81,81,100,2.02219E+12,311.12
MOD11A2,LST_Day_1km,A2022185,04/07/2022,302.44,307.64,24688.332,5.2,304.7942,1.622,1.2736,81,81,100,2.02219E+12,304.16
MOD11A2,LST_Day_1km,A2022193,12/07/2022,300.84,303.5,24485.1582,2.66,302.2859,0.3067,0.5538,81,81,100,2.0222E+12,302.24
MOD11A2,LST_Day_1km,A2022201,20/07/2022,301.98,305.72,24635.1875,3.74,304.1381,0.5022,0.7087,81,81,100,2.02222E+12,303.96
MOD11A2,LST_Day_1km,A2022209,28/07/2022,300.92,303.08,24476.959,2.16,302.1847,0.148,0.3847,81,81,100,2.02222E+12,302.48
MOD11A2,LST_Day_1km,A2022217,05/08/2022,299.5,302.78,24392.8633,3.28,301.1465,0.4423,0.665,81,81,100,2.02223E+12,300.64
MOD11A2,LST_Day_1km,A2022225,13/08/2022,296.56,300.98,10154.5615,4.42,298.6636,0.8808,0.9385,81,34,41.98,2.02223E+12,300.79
MOD11A2,LST_Day_1km,A2022233,21/08/2022,298.94,301.36,24324.7617,2.42,300.3057,0.3045,0.5518,81,81,100,2.02224E+12,300.94
MOD11A2,LST_Day_1km,A2022241,29/08/2022,300.28,305.06,24500.3145,4.78,302.473,1.8902,1.3749,81,81,100,2.02225E+12,302.04
MOD11A2,LST_Day_1km,A2022249,06/09/2022,298.22,303,24406.7812,4.78,301.3183,1.6444,1.2823,81,81,100,2.02226E+12,300.84
MOD11A2,LST_Day_1km,A2022257,14/09/2022,301.1,302.74,24470.6582,1.64,302.1069,0.1087,0.3297,81,81,100,2.02227E+12,302.34
MOD11A2,LST_Day_1km,A2022265,22/09/2022,301.72,304.36,24541.2031,2.64,302.9778,0.2823,0.5314,81,81,100,2.02227E+12,302.9
MOD11A2,LST_Day_1km,A2022273,30/09/2022,300.74,303.72,24497.9609,2.98,302.444,0.4284,0.6546,81,81,100,2.02228E+12,302.54
MOD11A2,LST_Day_1km,A2022281,08/10/2022,299.26,305.92,24235.9961,6.66,302.95,3.1643,1.7789,81,80,98.77,2.0223E+12,299.96
MOD11A2,LST_Day_1km,A2022297,24/10/2022,299.92,303.66,24465.0977,3.74,302.0382,0.8243,0.9079,81,81,100,2.02231E+12,302.24
MOD11A2,LST_Day_1km,A2022305,01/11/2022,299.66,303.62,24465.918,3.96,302.0484,0.7861,0.8866,81,81,100,2.02232E+12,302.24
MOD11A2,LST_Day_1km,A2022313,09/11/2022,294.7,299.06,24026.3594,4.36,296.6217,1.2019,1.0963,81,81,100,2.02232E+12,296.22
MOD11A2,LST_Day_1km,A2022321,17/11/2022,297.2,299.98,24204.8809,2.78,298.8257,0.409,0.6395,81,81,100,2.02233E+12,298.54
MOD11A2,LST_Day_1km,A2022329,25/11/2022,299.4,303.18,24429.5645,3.78,301.5995,0.7308,0.8549,81,81,100,2.02235E+12,301.66
MOD11A2,LST_Day_1km,A2022337,03/12/2022,299.34,303.96,24499.1582,4.62,302.4587,1.4905,1.2209,81,81,100,2.02235E+12,303.14
MOD11A2,LST_Day_1km,A2022345,11/12/2022,294.22,297.32,23997.7656,3.1,296.2687,0.5552,0.7451,81,81,100,2.02236E+12,296.78
MOD11A2,LST_Day_1km,A2022353,19/12/2022,298.26,302.18,24300.8379,3.92,300.0103,0.6727,0.8202,81,81,100,2.02236E+12,299.86
MOD11A2,LST_Day_1km,A2022361,27/12/2022,296.44,300.08,24170.0801,3.64,298.3961,0.5981,0.7733,81,81,100,2.02301E+12,298.56
MOD11A2,LST_Day_1km,A2023001,01/01/2023,295.84,300.84,24245.7578,5,299.3304,0.912,0.955,81,81,100,2.02301E+12,299.44
MOD11A2,LST_Day_1km,A2023009,09/01/2023,299.88,303.44,24454.2754,3.56,301.9046,0.6455,0.8034,81,81,100,2.02302E+12,301.92
MOD11A2,LST_Day_1km,A2023017,17/01/2023,295.22,298.42,24047.084,3.2,296.8776,0.4765,0.6903,81,81,100,2.02303E+12,297.12
MOD11A2,LST_Day_1km,A2023025,25/01/2023,296.18,299.82,24137.0781,3.64,297.9886,0.9208,0.9596,81,81,100,2.02303E+12,298.6
MOD11A2,LST_Day_1km,A2023033,02/02/2023,299.74,304.34,24483.4609,4.6,302.265,0.7843,0.8856,81,81,100,2.02304E+12,302.48
MOD11A2,LST_Day_1km,A2023041,10/02/2023,293.42,301.02,24194.8809,7.6,298.7022,1.9093,1.3818,81,81,100,2.02305E+12,299.54
MOD11A2,LST_Day_1km,A2023049,18/02/2023,294.52,299.14,24101.9004,4.62,297.5543,0.8615,0.9282,81,81,100,2.02306E+12,298.26
MOD11A2,LST_Day_1km,A2023057,26/02/2023,300.52,304.58,24501.8379,4.06,302.4918,0.8255,0.9086,81,81,100,2.02307E+12,303.08
MOD11A2,LST_Day_1km,A2023065,06/03/2023,305.14,311.36,24980.4023,6.22,308.4,1.8259,1.3513,81,81,100,2.02307E+12,309.66
MOD11A2,LST_Day_1km,A2023073,14/03/2023,302.66,308.76,24756.8438,6.1,305.64,2.0867,1.4445,81,81,100,2.02308E+12,305.76
MOD11A2,LST_Day_1km,A2023081,22/03/2023,304.5,312.08,25009.8828,7.58,308.764,1.88,1.3711,81,81,100,2.02309E+12,309.7
MOD11A2,LST_Day_1km,A2023089,30/03/2023,307.22,313.1,25093.9805,5.88,309.8022,1.5345,1.2387,81,81,100,2.0231E+12,310.82
MOD11A2,LST_Day_1km,A2023097,07/04/2023,310.62,315.58,25370.8652,4.96,313.2206,1.1828,1.0876,81,81,100,2.02312E+12,313.9
MOD11A2,LST_Day_1km,A2023105,15/04/2023,311.44,316.66,25440.4219,5.22,314.0793,1.2126,1.1012,81,81,100,2.02311E+12,314.64
MOD11A2,LST_Day_1km,A2023113,23/04/2023,312.38,316.52,25472.2754,4.14,314.4725,0.856,0.9252,81,81,100,2.02312E+12,315.06
MOD11A2,LST_Day_1km,A2023121,01/05/2023,312.92,318.02,25555.5039,5.1,315.5001,1.1888,1.0903,81,81,100,2.02313E+12,316.26
MOD11A2,LST_Day_1km,A2023129,09/05/2023,312.24,317.06,25500.5391,4.82,314.8215,1.0784,1.0385,81,81,100,2.02314E+12,315.3
MOD11A2,LST_Day_1km,A2023137,17/05/2023,313.44,318,25591.8379,4.56,315.9486,0.9595,0.9795,81,81,100,2.02315E+12,316.78
MOD11A2,LST_Day_1km,A2023145,25/05/2023,312.06,318.74,25547.3594,6.68,315.3995,1.4301,1.1959,81,81,100,2.02315E+12,315.74
MOD11A2,LST_Day_1km,A2023153,02/06/2023,311.74,316.52,25468.1641,4.78,314.4218,1.2292,1.1087,81,81,100,2.02316E+12,314.38
MOD11A2,LST_Day_1km,A2023161,10/06/2023,314.2,320.18,25684.1035,5.98,317.0877,1.6627,1.2895,81,81,100,2.02317E+12,317.48
MOD11A2,LST_Day_1km,A2023169,18/06/2023,314.28,318.86,25594.5977,4.58,315.9827,1.0345,1.0171,81,81,100,2.02318E+12,315.8
MOD11A2,LST_Day_1km,A2023177,26/06/2023,311,316.3,25399.1387,5.3,313.5696,1.3728,1.1717,81,81,100,2.02319E+12,314.28
MOD11A2,LST_Day_1km,A2023185,04/07/2023,304.08,310.06,24969.6523,5.98,308.2673,1.3373,1.1564,81,81,100,2.0232E+12,308.64
MOD11A2,LST_Day_1km,A2023193,12/07/2023,303.1,309,24845.2949,5.9,306.732,1.7588,1.3262,81,81,100,2.02321E+12,308.18
MOD11A2,LST_Day_1km,A2023201,20/07/2023,303.12,309.2,24829.4824,6.08,306.5368,1.6316,1.2774,81,81,100,2.02322E+12,307.52
MOD11A2,LST_Day_1km,A2023209,28/07/2023,303.32,308.36,24781.2383,5.04,305.9412,1.1959,1.0936,81,81,100,2.02322E+12,307.14
MOD11A2,LST_Day_1km,A2023217,05/08/2023,301.06,304.56,24544.1641,3.5,303.0144,0.7191,0.848,81,81,100,2.02323E+12,303.62
MOD11A2,LST_Day_1km,A2023225,13/08/2023,302.12,305.32,24575.6602,3.2,303.4032,0.5875,0.7665,81,81,100,2.02324E+12,303.66
MOD11A2,LST_Day_1km,A2023233,21/08/2023,302.2,304.94,24583.582,2.74,303.501,0.3034,0.5508,81,81,100,2.02324E+12,303.7
MOD11A2,LST_Day_1km,A2023241,29/08/2023,301.22,303.6,24505.5,2.38,302.537,0.2334,0.4831,81,81,100,2.02325E+12,302.62
MOD11A2,LST_Day_1km,A2023249,06/09/2023,301.86,304.32,24563.4414,2.46,303.2523,0.245,0.495,81,81,100,2.02326E+12,303.36
MOD11A2,LST_Day_1km,A2023257,14/09/2023,303.7,305.64,24673.1602,1.94,304.6069,0.1409,0.3753,81,81,100,2.02327E+12,304.64
MOD11A2,LST_Day_1km,A2023265,22/09/2023,307.4,309.76,25005.2188,2.36,308.7064,0.2402,0.4901,81,81,100,2.02327E+12,308.74
MOD11A2,LST_Day_1km,A2023273,30/09/2023,303.5,308.94,24810.0605,5.44,306.2971,1.3273,1.1521,81,81,100,2.02328E+12,306.74
MOD11A2,LST_Day_1km,A2023281,08/10/2023,302.72,305.74,24639.1406,3.02,304.1869,0.5081,0.7128,81,81,100,2.02329E+12,304.44
MOD11A2,LST_Day_1km,A2023289,16/10/2023,307.06,311,24990.3652,3.94,308.523,1.0397,1.0197,81,81,100,2.0233E+12,308.22
MOD11A2,LST_Day_1km,A2023297,24/10/2023,300.78,303.96,24483.5664,3.18,302.2663,0.4385,0.6622,81,81,100,2.02331E+12,302.46
MOD11A2,LST_Day_1km,A2023305,01/11/2023,302.38,305.8,24624.3008,3.42,304.0037,0.7491,0.8655,81,81,100,2.02331E+12,304.16
MOD11A2,LST_Day_1km,A2023313,09/11/2023,297.84,301.98,24276.9414,4.14,299.7153,1.2567,1.121,81,81,100,2.02332E+12,300.96
MOD11A2,LST_Day_1km,A2023321,17/11/2023,297.26,302.66,24237.8984,5.4,299.2333,1.237,1.1122,81,81,100,2.02333E+12,299.72
MOD11A2,LST_Day_1km,A2023329,25/11/2023,292.8,298.16,23958.0977,5.36,295.779,1.7986,1.3411,81,81,100,2.02334E+12,298.04
MOD11A2,LST_Day_1km,A2023337,03/12/2023,300.08,302.92,24398.5352,2.84,301.2165,0.5298,0.7279,81,81,100,2.02335E+12,302.14
MOD11A2,LST_Day_1km,A2023345,11/12/2023,300.58,303.54,24461.2793,2.96,301.9911,0.5336,0.7304,81,81,100,2.02335E+12,302.02
MOD11A2,LST_Day_1km,A2023353,19/12/2023,290.8,299.34,23976.0371,8.54,296.0005,3.9345,1.9836,81,81,100,2.02337E+12,294.1
MOD11A2,LST_Day_1km,A2023361,27/12/2023,293.76,299.56,24054.8379,5.8,296.9733,1.9774,1.4062,81,81,100,2.02401E+12,296.7
MOD11A2,LST_Day_1km,A2024001,01/01/2024,293.18,297.9,23923.7207,4.72,295.3546,0.9626,0.9811,81,81,100,2.02401E+12,295.46
MOD11A2,LST_Day_1km,A2024009,09/01/2024,292.66,298.56,23920.3398,5.9,295.3128,1.2212,1.1051,81,81,100,2.02402E+12,294.38
MOD11A2,LST_Day_1km,A2024017,17/01/2024,296.58,303,24297.6973,6.42,299.9716,2.8805,1.6972,81,81,100,2.02403E+12,301.64
MOD11A2,LST_Day_1km,A2024025,25/01/2024,296.66,302.82,24277.7051,6.16,299.7248,1.3794,1.1745,81,81,100,2.02404E+12,299.88
MOD11A2,LST_Day_1km,A2024033,02/02/2024,296.9,301.18,24232.3594,4.28,299.1649,0.8987,0.948,81,81,100,2.02404E+12,299.52
MOD11A2,LST_Day_1km,A2024041,10/02/2024,295.92,299.34,24105.582,3.42,297.5998,0.5723,0.7565,81,81,100,2.02405E+12,297.92
MOD11A2,LST_Day_1km,A2024049,18/02/2024,303.5,307.66,24714.3984,4.16,305.116,0.9296,0.9642,81,81,100,2.02406E+12,305.06
MOD11A2,LST_Day_1km,A2024057,26/02/2024,303.14,307.5,24727.0781,4.36,305.2726,0.8247,0.9081,81,81,100,2.02407E+12,305.64
MOD11A2,LST_Day_1km,A2024065,05/03/2024,301.24,305.9,24579.8574,4.66,303.455,1.3305,1.1535,81,81,100,2.02407E+12,304.46
MOD11A2,LST_Day_1km,A2024073,13/03/2024,303.58,308.74,24787.5195,5.16,306.0188,1.2377,1.1125,81,81,100,2.02409E+12,306.6
MOD11A2,LST_Day_1km,A2024081,21/03/2024,304.1,308.74,24807.625,4.64,306.267,0.8722,0.9339,81,81,100,2.02409E+12,307.18
MOD11A2,LST_Day_1km,A2024089,29/03/2024,305.04,309.74,24904.9199,4.7,307.4681,1.1403,1.0679,81,81,100,2.0241E+12,308.06
MOD11A2,LST_Day_1km,A2024097,06/04/2024,304.2,310.76,24943.6523,6.56,307.9463,1.4319,1.1966,81,81,100,2.02411E+12,308.12
MOD11A2,LST_Day_1km,A2024105,14/04/2024,306.92,317.86,25319.4238,10.94,312.5855,5.6923,2.3859,81,81,100,2.02412E+12,316.62
MOD11A2,LST_Day_1km,A2024113,22/04/2024,311.76,316.78,25439.0234,5.02,314.062,1.2576,1.1214,81,81,100,2.02412E+12,314.6
MOD11A2,LST_Day_1km,A2024121,30/04/2024,312.52,317.86,25517.8203,5.34,315.0348,1.3446,1.1596,81,81,100,2.02413E+12,315.84
MOD11A2,LST_Day_1km,A2024129,08/05/2024,312.7,317.36,25545.8457,4.66,315.3808,1.0907,1.0444,81,81,100,2.02414E+12,316.22
MOD11A2,LST_Day_1km,A2024137,16/05/2024,314.76,320.84,25728.9414,6.08,317.6413,1.9298,1.3892,81,81,100,2.02415E+12,318.9
MOD11A2,LST_Day_1km,A2024145,24/05/2024,317.62,322.68,25920.959,5.06,320.0118,1.3038,1.1418,81,81,100,2.02416E+12,320.6
MOD11A2,LST_Day_1km,A2024153,01/06/2024,313.62,319.62,25642.1035,6,316.5692,1.6462,1.283,81,81,100,2.02416E+12,317.14
MOD11A2,LST_Day_1km,A2024161,09/06/2024,314.04,317.88,25568.9746,3.84,315.6664,0.8258,0.9088,81,81,100,2.02418E+12,316.24
MOD11A2,LST_Day_1km,A2024169,17/06/2024,312.12,318.04,25515.9004,5.92,315.0111,1.4981,1.224,81,81,100,2.02418E+12,315.56
MOD11A2,LST_Day_1km,A2024177,25/06/2024,305.46,311.46,24918.9609,6,307.6415,2.1291,1.4591,81,81,100,2.02419E+12,308.84
MOD11A2,LST_Day_1km,A2024185,03/07/2024,300.92,306.74,24623.3594,5.82,303.9921,2.1458,1.4649,81,81,100,2.0242E+12,305.64
MOD11A2,LST_Day_1km,A2024193,11/07/2024,304.84,307.94,24802.0195,3.1,306.1978,0.531,0.7287,81,81,100,2.0242E+12,307.26
MOD11A2,LST_Day_1km,A2024201,19/07/2024,300.28,302.88,24434.1816,2.6,301.6566,0.409,0.6395,81,81,100,2.02421E+12,302.34
MOD11A2,LST_Day_1km,A2024209,27/07/2024,301.04,304.5,24507.2207,3.46,302.5583,0.6086,0.7801,81,81,100,2.02422E+12,303.14
MOD11A2,LST_Day_1km,A2024217,04/08/2024,300.4,304.72,24519.793,4.32,302.7135,1.2303,1.1092,81,81,100,2.02423E+12,303.08
