product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MOD11A2,LST_Day_1km,A2013321,17/11/2013,296.88,300.46,24185.2402,3.58,298.5832,0.6692,0.818,81,81,100,2.02131E+12,299.84
MOD11A2,LST_Day_1km,A2013329,25/11/2013,297.2,300.96,24225.5039,3.76,299.0803,0.5989,0.7739,81,81,100,2.02131E+12,299.64
MOD11A2,LST_Day_1km,A2013337,03/12/2013,295.04,298.8,24026.6191,3.76,296.6249,0.7798,0.883,81,81,100,2.02132E+12,297.58
MOD11A2,LST_Day_1km,A2013345,11/12/2013,298.2,302.34,24332.7246,4.14,300.404,1.6792,1.2958,81,81,100,2.02132E+12,301.8
MOD11A2,LST_Day_1km,A2013353,19/12/2013,294.7,299.86,24065.7598,5.16,297.1082,1.0848,1.0416,81,81,100,2.02132E+12,298.14
MOD11A2,LST_Day_1km,A2013361,27/12/2013,295.32,298.92,24092.7812,3.6,297.4417,0.6193,0.7869,81,81,100,2.02132E+12,297.86
MOD11A2,LST_Day_1km,A2014001,01/01/2014,297.46,300.96,24265.3184,3.5,299.5718,0.8255,0.9086,81,81,100,2.02132E+12,300
MOD11A2,LST_Day_1km,A2014009,09/01/2014,298.36,302,24343.3809,3.64,300.5356,0.6303,0.7939,81,81,100,2.02132E+12,301
MOD11A2,LST_Day_1km,A2014017,17/01/2014,299.66,303.32,24438.8418,3.66,301.7141,0.7053,0.8398,81,81,100,2.02132E+12,302.06
MOD11A2,LST_Day_1km,A2014025,25/01/2014,298.84,302.78,24392.1211,3.94,301.1373,0.7417,0.8612,81,81,100,2.02132E+12,301.64
MOD11A2,LST_Day_1km,A2014033,02/02/2014,298.38,303.5,24373.6973,5.12,300.9099,1.4751,1.2146,81,81,100,2.02132E+12,301.86
MOD11A2,LST_Day_1km,A2014041,10/02/2014,304.08,308.76,24808.4355,4.68,306.277,1.2087,1.0994,81,81,100,2.02132E+12,307.44
MOD11A2,LST_Day_1km,A2014049,18/02/2014,303.12,307.46,24758.6562,4.34,305.6624,0.7276,0.853,81,81,100,2.02132E+12,305.8
MOD11A2,LST_Day_1km,A2014057,26/02/2014,303.58,309.16,24831.4551,5.58,306.5612,1.3289,1.1528,81,81,100,2.02132E+12,307.7
MOD11A2,LST_Day_1km,A2014065,06/03/2014,301.6,309.1,24807.0664,7.5,306.2601,2.3711,1.5398,81,81,100,2.02133E+12,306.66
MOD11A2,LST_Day_1km,A2014073,14/03/2014,303.28,310.48,24944.1738,7.2,307.9528,2.0286,1.4243,81,81,100,2.02133E+12,309.04
MOD11A2,LST_Day_1km,A2014081,22/03/2014,301.92,307.78,24694.4199,5.86,304.8694,1.7698,1.3303,81,81,100,2.02133E+12,305.38
MOD11A2,LST_Day_1km,A2014089,30/03/2014,308.7,313.88,25207.582,5.18,311.2047,1.5375,1.24,81,81,100,2.02133E+12,312.42
MOD11A2,LST_Day_1km,A2014097,07/04/2014,311.02,318.82,25479.5195,7.8,314.562,4.4796,2.1165,81,81,100,2.02133E+12,315.56
MOD11A2,LST_Day_1km,A2014105,15/04/2014,309.62,315.68,25303.0762,6.06,312.3837,1.7062,1.3062,81,81,100,2.02133E+12,312.88
MOD11A2,LST_Day_1km,A2014113,23/04/2014,310.34,316.88,25435.5625,6.54,314.0193,2.1649,1.4714,81,81,100,2.02133E+12,315.42
MOD11A2,LST_Day_1km,A2014121,01/05/2014,312.6,317.3,25533.1523,4.7,315.2241,1.2219,1.1054,81,81,100,2.02133E+12,316.6
MOD11A2,LST_Day_1km,A2014129,09/05/2014,315.36,320.8,25763.2949,5.44,318.0654,1.5357,1.2392,81,81,100,2.02133E+12,318.96
MOD11A2,LST_Day_1km,A2014137,17/05/2014,315.98,322.54,25862.3359,6.56,319.2881,1.9987,1.4138,81,81,100,2.02133E+12,320.08
MOD11A2,LST_Day_1km,A2014145,25/05/2014,316.96,323.12,25882.7598,6.16,319.5403,2.4761,1.5736,81,81,100,2.02133E+12,319.24
MOD11A2,LST_Day_1km,A2014153,02/06/2014,314.24,318.62,25637.6797,4.38,316.5146,1.0326,1.0162,81,81,100,2.02133E+12,317.2
MOD11A2,LST_Day_1km,A2014161,10/06/2014,315.72,322.08,25801.2539,6.36,318.534,1.768,1.3297,81,81,100,2.02133E+12,319.24
MOD11A2,LST_Day_1km,A2014169,18/06/2014,312.72,320.64,25529.7793,7.92,315.1825,3.2903,1.8139,81,81,100,2.02134E+12,316.18
MOD11A2,LST_Day_1km,A2014177,26/06/2014,310.02,319.4,25448.4199,9.38,314.178,5.4032,2.3245,81,81,100,2.02134E+12,317.54
MOD11A2,LST_Day_1km,A2014185,04/07/2014,300.64,308.82,24127.7559,8.18,305.4146,6.0152,2.4526,81,79,97.53,2.02134E+12,304.06
MOD11A2,LST_Day_1km,A2014193,12/07/2014,300.2,307.2,24578.1621,7,303.4341,1.8549,1.3619,81,81,100,2.02134E+12,304.76
MOD11A2,LST_Day_1km,A2014201,20/07/2014,301.04,304.74,24506.7422,3.7,302.5524,0.5228,0.723,81,81,100,2.02134E+12,302.6
MOD11A2,LST_Day_1km,A2014209,28/07/2014,301.74,304.56,24553.0977,2.82,303.1247,0.369,0.6074,81,81,100,2.02134E+12,303.08
MOD11A2,LST_Day_1km,A2014217,05/08/2014,299.58,304.42,24411.4609,4.84,301.3761,1.1832,1.0877,81,81,100,2.02134E+12,300.82
MOD11A2,LST_Day_1km,A2014225,13/08/2014,297.66,302.74,24368.7168,5.08,300.8484,1.703,1.305,81,81,100,2.02134E+12,302.58
MOD11A2,LST_Day_1km,A2014233,21/08/2014,300.62,303.78,24465.3555,3.16,302.0414,0.589,0.7675,81,81,100,2.02134E+12,302.5
MOD11A2,LST_Day_1km,A2014241,29/08/2014,300.26,303.8,24468.3027,3.54,302.0778,0.4817,0.6941,81,81,100,2.02134E+12,302.66
MOD11A2,LST_Day_1km,A2014249,06/09/2014,297.52,314.72,24506.5977,17.2,302.5506,8.307,2.8822,81,81,100,2.02134E+12,305.82
MOD11A2,LST_Day_1km,A2014257,14/09/2014,298.58,304,24437.8398,5.42,301.7017,2.524,1.5887,81,81,100,2.02134E+12,303.2
MOD11A2,LST_Day_1km,A2014265,22/09/2014,300.78,303.52,24496.377,2.74,302.4244,0.3737,0.6113,81,81,100,2.02134E+12,302.64
MOD11A2,LST_Day_1km,A2014273,30/09/2014,302.58,305.58,24651.6367,3,304.3412,0.3247,0.5698,81,81,100,2.02134E+12,304.28
MOD11A2,LST_Day_1km,A2014281,08/10/2014,302.4,305.7,24665.0215,3.3,304.5064,0.3531,0.5942,81,81,100,2.02134E+12,305.26
MOD11A2,LST_Day_1km,A2014289,16/10/2014,303.02,307.28,24751.1406,4.26,305.5696,0.7631,0.8736,81,81,100,2.02134E+12,305.96
MOD11A2,LST_Day_1km,A2014297,24/10/2014,303.04,307.8,24757.7207,4.76,305.6509,1.0658,1.0324,81,81,100,2.02134E+12,306.02
MOD11A2,LST_Day_1km,A2014305,01/11/2014,300.22,305.86,24594.4199,5.64,303.6348,2.0594,1.4351,81,81,100,2.02134E+12,303.66
MOD11A2,LST_Day_1km,A2014313,09/11/2014,300.08,302.98,24418.043,2.9,301.4573,0.488,0.6986,81,81,100,2.02134E+12,301.22
MOD11A2,LST_Day_1km,A2014321,17/11/2014,298.74,303.08,24378.7988,4.34,300.9728,0.7413,0.861,81,81,100,2.02135E+12,301.66
MOD11A2,LST_Day_1km,A2014329,25/11/2014,300.4,305.22,24557.5605,4.82,303.1797,1.0291,1.0144,81,81,100,2.02135E+12,303.68
MOD11A2,LST_Day_1km,A2014337,03/12/2014,299.64,303.82,24501.918,4.18,302.4928,0.7293,0.854,81,81,100,2.02135E+12,302.8
MOD11A2,LST_Day_1km,A2014345,11/12/2014,296.06,301.32,24257.9395,5.26,299.4807,1.0048,1.0024,81,81,100,2.02135E+12,300.1
MOD11A2,LST_Day_1km,A2014353,19/12/2014,296.28,300.4,24203.416,4.12,298.8076,0.9677,0.9837,81,81,100,2.02135E+12,299.72
MOD11A2,LST_Day_1km,A2014361,27/12/2014,295.94,300.14,24142.877,4.2,298.0602,1.1658,1.0797,81,81,100,2.02135E+12,298.06
MOD11A2,LST_Day_1km,A2015001,01/01/2015,292.62,297.6,23926.582,4.98,295.3899,1.4693,1.2121,81,81,100,2.02135E+12,295.8
MOD11A2,LST_Day_1km,A2015009,09/01/2015,295.52,298.62,24067.0801,3.1,297.1245,0.693,0.8325,81,81,100,2.02135E+12,297.78
MOD11A2,LST_Day_1km,A2015017,17/01/2015,298.9,304.44,24439.4414,5.54,301.7215,1.9184,1.3851,81,81,100,2.02135E+12,302.96
MOD11A2,LST_Day_1km,A2015025,25/01/2015,297.1,305.06,24295.3223,7.96,299.9423,2.2689,1.5063,81,81,100,2.02135E+12,300.86
MOD11A2,LST_Day_1km,A2015033,02/02/2015,300.72,304.64,24556.9844,3.92,303.1726,0.668,0.8173,81,81,100,2.02135E+12,303.58
MOD11A2,LST_Day_1km,A2015041,10/02/2015,299.06,303.3,24432.2188,4.24,301.6323,0.8105,0.9003,81,81,100,2.02135E+12,302.1
MOD11A2,LST_Day_1km,A2015049,18/02/2015,300.02,304.64,24544.5996,4.62,303.0197,1.0376,1.0186,81,81,100,2.02135E+12,303.68
MOD11A2,LST_Day_1km,A2015057,26/02/2015,297.06,302.98,24343.7949,5.92,300.5407,1.4157,1.1898,81,81,100,2.02135E+12,301.56
MOD11A2,LST_Day_1km,A2015065,06/03/2015,300.14,305.46,24593.5391,5.32,303.6239,1.3239,1.1506,81,81,100,2.02135E+12,304.28
MOD11A2,LST_Day_1km,A2015073,14/03/2015,297.98,305.28,24434.041,7.3,301.6548,2.8486,1.6878,81,81,100,2.02135E+12,301.58
MOD11A2,LST_Day_1km,A2015081,22/03/2015,305.76,312.12,25062.9199,6.36,309.4188,2.0751,1.4405,81,81,100,2.02135E+12,309.92
MOD11A2,LST_Day_1km,A2015089,30/03/2015,300.22,314.88,25069.9863,14.66,309.506,5.1862,2.2773,81,81,100,2.02135E+12,308.88
MOD11A2,LST_Day_1km,A2015097,07/04/2015,305.14,310.94,24945.9668,5.8,307.9749,1.4282,1.1951,81,81,100,2.02135E+12,308.26
MOD11A2,LST_Day_1km,A2015105,15/04/2015,304.54,311.7,24983.8125,7.16,308.4421,2.0464,1.4305,81,81,100,2.02135E+12,308.82
MOD11A2,LST_Day_1km,A2015113,23/04/2015,307.88,314.96,25239.1953,7.08,311.595,2.2985,1.5161,81,81,100,2.02135E+12,312.32
MOD11A2,LST_Day_1km,A2015121,01/05/2015,309.46,316.42,25344.3613,6.96,312.8933,2.5892,1.6091,81,81,100,2.02136E+12,313.62
MOD11A2,LST_Day_1km,A2015129,09/05/2015,307.92,314.26,25219.9004,6.34,311.3568,2.344,1.531,81,81,100,2.02136E+12,312.72
MOD11A2,LST_Day_1km,A2015137,17/05/2015,310.26,320.34,25483.457,10.08,314.6106,5.831,2.4148,81,81,100,2.02136E+12,315.66
MOD11A2,LST_Day_1km,A2015145,25/05/2015,314.74,320.98,25749.1953,6.24,317.8913,1.7379,1.3183,81,81,100,2.02136E+12,319.22
MOD11A2,LST_Day_1km,A2015153,02/06/2015,314.42,320.72,25731.8574,6.3,317.6772,2.0138,1.4191,81,81,100,2.02136E+12,319
MOD11A2,LST_Day_1km,A2015161,10/06/2015,315.28,320.68,25743.8125,5.4,317.8249,1.5911,1.2614,81,81,100,2.02136E+12,319.38
MOD11A2,LST_Day_1km,A2015169,18/06/2015,310.8,320.94,25540.1914,10.14,315.311,7.7268,2.7797,81,81,100,2.02136E+12,318.18
MOD11A2,LST_Day_1km,A2015177,26/06/2015,302.36,306.94,23115.041,4.58,304.1453,1.1175,1.0571,81,76,93.83,2.02136E+12,304.5
MOD11A2,LST_Day_1km,A2015185,04/07/2015,303.82,313.52,24952.541,9.7,308.0561,4.7032,2.1687,81,81,100,2.02136E+12,308.76
MOD11A2,LST_Day_1km,A2015193,12/07/2015,302.8,306.38,24669.5605,3.58,304.5625,0.698,0.8354,81,81,100,2.02136E+12,303.54
MOD11A2,LST_Day_1km,A2015201,20/07/2015,299.82,305.38,24488.7422,5.56,302.3301,0.76,0.8718,81,81,100,2.02136E+12,302.62
MOD11A2,LST_Day_1km,A2015209,28/07/2015,303.04,306.22,24661.2402,3.18,304.4597,0.5696,0.7547,81,81,100,2.02136E+12,305.1
MOD11A2,LST_Day_1km,A2015217,05/08/2015,301.34,303.94,24528.3008,2.6,302.8185,0.2056,0.4535,81,81,100,2.02136E+12,302.82
MOD11A2,LST_Day_1km,A2015225,13/08/2015,301.78,303.46,24522.0684,1.68,302.7416,0.1009,0.3177,81,81,100,2.02136E+12,303.02
MOD11A2,LST_Day_1km,A2015233,21/08/2015,298.46,302.62,24398.7012,4.16,301.2185,0.6049,0.7778,81,81,100,2.02136E+12,301.4
MOD11A2,LST_Day_1km,A2015241,29/08/2015,300.22,303.84,24443.3613,3.62,301.7699,0.6979,0.8354,81,81,100,2.02136E+12,301.52
MOD11A2,LST_Day_1km,A2015249,06/09/2015,300.1,301.3,24361.3438,1.2,300.7573,0.0776,0.2787,81,81,100,2.02136E+12,300.82
MOD11A2,LST_Day_1km,A2015257,14/09/2015,299.64,301.96,24344.6191,2.32,300.5508,0.2298,0.4794,81,81,100,2.02136E+12,300.8
MOD11A2,LST_Day_1km,A2015265,22/09/2015,301.92,303.84,24556.4551,1.92,303.1661,0.171,0.4135,81,81,100,2.02136E+12,303.5
MOD11A2,LST_Day_1km,A2015273,30/09/2015,297.76,303.38,24386.0156,5.62,301.0619,1.787,1.3368,81,81,100,2.02136E+12,300.24
MOD11A2,LST_Day_1km,A2015281,08/10/2015,300.44,305.84,24593.9844,5.4,303.6294,1.7851,1.3361,81,81,100,2.02136E+12,304.2
MOD11A2,LST_Day_1km,A2015289,16/10/2015,301.04,306.24,24642.2422,5.2,304.2252,1.2591,1.1221,81,81,100,2.02136E+12,305.58
MOD11A2,LST_Day_1km,A2015297,24/10/2015,301.52,306.18,24588.7793,4.66,303.5652,0.9376,0.9683,81,81,100,2.02136E+12,304.92
MOD11A2,LST_Day_1km,A2015305,01/11/2015,301.16,305.42,24618.1621,4.26,303.9279,0.6156,0.7846,81,81,100,2.02136E+12,304.76
MOD11A2,LST_Day_1km,A2015313,09/11/2015,302,306.2,24642.5625,4.2,304.2292,1.0855,1.0419,81,81,100,2.02137E+12,305.44
MOD11A2,LST_Day_1km,A2015321,17/11/2015,302.2,305.92,24655.4395,3.72,304.3882,0.6432,0.802,81,81,100,2.022E+12,305.26
MOD11A2,LST_Day_1km,A2015329,25/11/2015,297.52,300.8,24259.4766,3.28,299.4997,0.5982,0.7735,81,81,100,2.022E+12,299.86
MOD11A2,LST_Day_1km,A2015337,03/12/2015,300.8,303.92,24528.1816,3.12,302.817,0.5014,0.7081,81,81,100,2.022E+12,303.24
MOD11A2,LST_Day_1km,A2015345,11/12/2015,292.76,296.26,23873.8398,3.5,294.7388,0.6124,0.7826,81,81,100,2.022E+12,294.2
MOD11A2,LST_Day_1km,A2015353,19/12/2015,293.94,298.96,24015.4629,5.02,296.4872,0.8821,0.9392,81,81,100,2.022E+12,297.04
MOD11A2,LST_Day_1km,A2015361,27/12/2015,288.78,293.38,23594.1113,4.6,291.2853,1.0425,1.021,81,81,100,2.022E+12,291.58
MOD11A2,LST_Day_1km,A2016001,01/01/2016,293.36,298.58,24009.6816,5.22,296.4158,1.3725,1.1715,81,81,100,2.022E+12,298.02
MOD11A2,LST_Day_1km,A2016009,09/01/2016,294.64,298.28,24036.0195,3.64,296.741,0.6195,0.7871,81,81,100,2.022E+12,297.28
MOD11A2,LST_Day_1km,A2016017,17/01/2016,299.06,303.56,24450.6777,4.5,301.8602,0.7844,0.8857,81,81,100,2.022E+12,302.58
MOD11A2,LST_Day_1km,A2016025,25/01/2016,297.78,301.8,24310.5566,4.02,300.1303,0.6934,0.8327,81,81,100,2.022E+12,300.64
MOD11A2,LST_Day_1km,A2016033,02/02/2016,299.08,303.22,24402.4375,4.14,301.2646,0.8434,0.9184,81,81,100,2.022E+12,301.82
MOD11A2,LST_Day_1km,A2016041,10/02/2016,305.82,309.46,24944.8008,3.64,307.9605,0.6135,0.7833,81,81,100,2.022E+12,308.44
MOD11A2,LST_Day_1km,A2016049,18/02/2016,305.45,310.03,24966.1426,4.58,308.224,1.12265,1.03035,81,0,0,2.02201E+12,309.04
MOD11A2,LST_Day_1km,A2016057,26/02/2016,305.08,310.6,24987.4844,5.52,308.4875,1.6318,1.2774,81,81,100,2.02201E+12,309.64
MOD11A2,LST_Day_1km,A2016065,05/03/2016,302.8,306.84,24677.3809,4.04,304.659,0.8345,0.9135,81,81,100,2.02201E+12,305.98
MOD11A2,LST_Day_1km,A2016073,13/03/2016,305.94,310.14,24933.5195,4.2,307.8212,1.0629,1.031,81,81,100,2.02201E+12,307.38
MOD11A2,LST_Day_1km,A2016081,21/03/2016,307.16,311.7,25082.0547,4.54,309.655,0.9825,0.9912,81,81,100,2.02201E+12,310.26
MOD11A2,LST_Day_1km,A2016089,29/03/2016,305.72,312.78,25031.3359,7.06,309.0288,2.1372,1.4619,81,81,100,2.02201E+12,308.5
MOD11A2,LST_Day_1km,A2016097,06/04/2016,309.34,314.76,25284.9414,5.42,312.1598,1.5818,1.2577,81,81,100,2.02201E+12,313.32
MOD11A2,LST_Day_1km,A2016105,14/04/2016,311.92,316.84,25470.8809,4.92,314.4553,1.1615,1.0777,81,81,100,2.02201E+12,315.16
MOD11A2,LST_Day_1km,A2016113,22/04/2016,311.26,316.7,25395.3027,5.44,313.5222,2.1009,1.4494,81,81,100,2.02202E+12,314.88
MOD11A2,LST_Day_1km,A2016121,30/04/2016,312.32,317.04,25479.084,4.72,314.5566,1.4455,1.2023,81,81,100,2.02202E+12,315.48
MOD11A2,LST_Day_1km,A2016129,08/05/2016,313.16,318.5,25586.6836,5.34,315.885,1.7561,1.3252,81,81,100,2.02202E+12,317.96
MOD11A2,LST_Day_1km,A2016137,16/05/2016,313.06,318.8,25610.0234,5.74,316.1731,1.6037,1.2664,81,81,100,2.02202E+12,317.44
MOD11A2,LST_Day_1km,A2016145,24/05/2016,315.88,321.12,25786.8809,5.24,318.3566,1.7723,1.3313,81,81,100,2.02202E+12,319.56
MOD11A2,LST_Day_1km,A2016153,01/06/2016,315.6,322.86,25807.8184,7.26,318.6151,3.4403,1.8548,81,81,100,2.02202E+12,319.54
MOD11A2,LST_Day_1km,A2016161,09/06/2016,313.94,319.42,25638.1855,5.48,316.5208,2.0921,1.4464,81,81,100,2.02202E+12,316.8
MOD11A2,LST_Day_1km,A2016169,17/06/2016,313.5,318.4,25608.2188,4.9,316.1508,1.1623,1.0781,81,81,100,2.02202E+12,316.96
MOD11A2,LST_Day_1km,A2016177,25/06/2016,311.04,320.16,25499.7773,9.12,314.8121,4.5439,2.1316,81,81,100,2.02202E+12,315.68
MOD11A2,LST_Day_1km,A2016185,03/07/2016,306.6,313.84,25067.3613,7.24,309.4736,3.4695,1.8627,81,81,100,2.02202E+12,308.82
MOD11A2,LST_Day_1km,A2016193,11/07/2016,301.9,307.04,24637.3203,5.14,304.1645,1.0131,1.0065,81,81,100,2.02202E+12,304.08
MOD11A2,LST_Day_1km,A2016201,19/07/2016,302.96,308.36,24782.082,5.4,305.9516,1.0662,1.0326,81,81,100,2.02202E+12,306.34
MOD11A2,LST_Day_1km,A2016209,27/07/2016,301.16,304.7,24519.8574,3.54,302.7143,0.7553,0.8691,81,81,100,2.02202E+12,304.2
MOD11A2,LST_Day_1km,A2016217,04/08/2016,301.42,305.8,24617.7773,4.38,303.9232,0.7599,0.8717,81,81,100,2.02202E+12,304.44
MOD11A2,LST_Day_1km,A2016225,12/08/2016,297.2,302.7,24336.6426,5.5,300.4524,1.6081,1.2681,81,81,100,2.02202E+12,300.5
MOD11A2,LST_Day_1km,A2016233,20/08/2016,299.16,302.84,24361.3633,3.68,300.7576,0.6156,0.7846,81,81,100,2.02202E+12,302.08
MOD11A2,LST_Day_1km,A2016241,28/08/2016,300.64,303.22,24473.9062,2.58,302.147,0.3781,0.6149,81,81,100,2.02202E+12,302.66
MOD11A2,LST_Day_1km,A2016249,05/09/2016,299.68,302.66,24395.2227,2.98,301.1756,0.471,0.6863,81,81,100,2.02202E+12,300.76
MOD11A2,LST_Day_1km,A2016257,13/09/2016,301.82,304.24,24547.541,2.42,303.0561,0.2839,0.5328,81,81,100,2.02202E+12,303.24
MOD11A2,LST_Day_1km,A2016265,21/09/2016,300.7,303.64,24472.2754,2.94,302.1269,0.3992,0.6318,81,81,100,2.02202E+12,301.8
MOD11A2,LST_Day_1km,A2016273,29/09/2016,299.72,303.24,24436.6992,3.52,301.6877,0.7237,0.8507,81,81,100,2.02202E+12,302.08
MOD11A2,LST_Day_1km,A2016281,07/10/2016,305.36,308.96,24880.6172,3.6,307.1681,0.8333,0.9128,81,81,100,2.02202E+12,307.36
MOD11A2,LST_Day_1km,A2016289,15/10/2016,305,308.62,24877.8379,3.62,307.1338,0.7667,0.8756,81,81,100,2.02202E+12,307.5
MOD11A2,LST_Day_1km,A2016297,23/10/2016,304.64,309.78,24887.8027,5.14,307.2568,1.7666,1.3291,81,81,100,2.02202E+12,307.72
MOD11A2,LST_Day_1km,A2016305,31/10/2016,303.8,309.16,24849.6621,5.36,306.7859,1.6106,1.2691,81,81,100,2.02202E+12,307.4
MOD11A2,LST_Day_1km,A2016313,08/11/2016,303.36,307.84,24781.7715,4.48,305.9478,1.0193,1.0096,81,81,100,2.02202E+12,306.6
MOD11A2,LST_Day_1km,A2016321,16/11/2016,303.56,308.44,24817.4863,4.88,306.3887,1.1413,1.0683,81,81,100,2.02202E+12,306.84
MOD11A2,LST_Day_1km,A2016329,24/11/2016,299.6,303.84,24442.8027,4.24,301.763,1.112,1.0545,81,81,100,2.02202E+12,302.36
MOD11A2,LST_Day_1km,A2016337,02/12/2016,295.42,300.68,24185.9648,5.26,298.5922,0.9361,0.9675,81,81,100,2.02202E+12,298.78
MOD11A2,LST_Day_1km,A2016345,10/12/2016,301.44,304.86,24585.0957,3.42,303.5197,0.5555,0.7453,81,81,100,2.02202E+12,303.86
MOD11A2,LST_Day_1km,A2016353,18/12/2016,297.22,301.5,24243.584,4.28,299.3035,1.0317,1.0157,81,81,100,2.02202E+12,299.38
MOD11A2,LST_Day_1km,A2016361,26/12/2016,296.4,302.36,24317.8047,5.96,300.2198,2.2951,1.515,81,81,100,2.02202E+12,300.26
MOD11A2,LST_Day_1km,A2017001,01/01/2017,299.08,303.04,24365.418,3.96,300.8076,0.7983,0.8935,81,81,100,2.02202E+12,301.34
MOD11A2,LST_Day_1km,A2017009,09/01/2017,301.74,307.8,24712.3379,6.06,305.0906,1.6877,1.2991,81,81,100,2.02202E+12,306.22
MOD11A2,LST_Day_1km,A2017017,17/01/2017,296.18,300.22,24137.6562,4.04,297.9958,0.5587,0.7475,81,81,100,2.02202E+12,298.02
MOD11A2,LST_Day_1km,A2017025,25/01/2017,295.94,303.68,24302.9199,7.74,300.036,2.4235,1.5568,81,81,100,2.02202E+12,300.92
MOD11A2,LST_Day_1km,A2017033,02/02/2017,302.94,306.08,24651.0176,3.14,304.3336,0.5005,0.7074,81,81,100,2.02131E+12,304.4
MOD11A2,LST_Day_1km,A2017041,10/02/2017,302.44,308.62,24739.6953,6.18,305.4283,2.2768,1.5089,81,81,100,2.02131E+12,303.42
MOD11A2,LST_Day_1km,A2017049,18/02/2017,301.9,306.02,24625.9043,4.12,304.0235,0.9072,0.9525,81,81,100,2.02131E+12,304.68
MOD11A2,LST_Day_1km,A2017057,26/02/2017,301.2,305.98,24585.9609,4.78,303.5304,1.0162,1.008,81,81,100,2.02131E+12,303.12
MOD11A2,LST_Day_1km,A2017065,06/03/2017,306.08,312.04,25013.5352,5.96,308.8091,1.6458,1.2829,81,81,100,2.02131E+12,310.24
MOD11A2,LST_Day_1km,A2017073,14/03/2017,311.12,316,25393.1582,4.88,313.4958,1.1783,1.0855,81,81,100,2.02131E+12,313.86
MOD11A2,LST_Day_1km,A2017081,22/03/2017,308.28,313.22,25163.5742,4.94,310.6614,1.172,1.0826,81,81,100,2.02131E+12,311.26
MOD11A2,LST_Day_1km,A2017089,30/03/2017,306.04,312.46,25066,6.42,309.4568,1.7015,1.3044,81,81,100,2.02131E+12,310.24
MOD11A2,LST_Day_1km,A2017097,07/04/2017,313.28,318.68,25580.541,5.4,315.8091,1.2994,1.1399,81,81,100,2.02131E+12,316.48
MOD11A2,LST_Day_1km,A2017105,15/04/2017,312.62,318.76,25575.8984,6.14,315.7518,2.079,1.4419,81,81,100,2.02131E+12,316.7
MOD11A2,LST_Day_1km,A2017113,23/04/2017,308.12,314.16,25193.7051,6.04,311.0334,2.2669,1.5056,81,81,100,2.02131E+12,312.08
MOD11A2,LST_Day_1km,A2017121,01/05/2017,314.2,319.68,25650.2266,5.48,316.6695,1.737,1.318,81,81,100,2.02131E+12,317.26
MOD11A2,LST_Day_1km,A2017129,09/05/2017,312.34,317.62,25499.3301,5.28,314.8065,1.5799,1.257,81,81,100,2.02131E+12,315.42
MOD11A2,LST_Day_1km,A2017137,17/05/2017,314.74,320.82,25699.6016,6.08,317.279,1.9971,1.4132,81,81,100,2.02131E+12,317.86
MOD11A2,LST_Day_1km,A2017145,25/05/2017,314.48,319.5,25672.7988,5.02,316.9481,1.3709,1.1709,81,81,100,2.02131E+12,317.8
MOD11A2,LST_Day_1km,A2017153,02/06/2017,315.76,321.12,25779.2402,5.36,318.2622,1.5819,1.2578,81,81,100,2.02131E+12,318.98
MOD11A2,LST_Day_1km,A2017161,10/06/2017,314.28,319.24,25628.916,4.96,316.4064,1.3712,1.171,81,81,100,2.02131E+12,317.14
MOD11A2,LST_Day_1km,A2017169,18/06/2017,313.36,319,25586.1816,5.64,315.8788,1.6646,1.2902,81,81,100,2.02131E+12,316.82
MOD11A2,LST_Day_1km,A2017177,26/06/2017,311.04,317.38,25445.0664,6.34,314.1366,2.4912,1.5784,81,81,100,2.02131E+12,313.32
MOD11A2,LST_Day_1km,A2017185,04/07/2017,303.84,314.32,25147.0762,10.48,310.4577,4.639,2.1538,81,81,100,2.02131E+12,311.06
MOD11A2,LST_Day_1km,A2017193,12/07/2017,299.2,308.3,24581.9629,9.1,303.481,4.314,2.077,81,81,100,2.02131E+12,304.26
MOD11A2,LST_Day_1km,A2017201,20/07/2017,300.86,305.6,24583.9199,4.74,303.5052,0.6965,0.8346,81,81,100,2.02131E+12,303.92
MOD11A2,LST_Day_1km,A2017209,28/07/2017,301.46,304.34,24544.2227,2.88,303.0151,0.2661,0.5158,81,81,100,2.02131E+12,303.36
MOD11A2,LST_Day_1km,A2017217,05/08/2017,299.78,303.06,24423.9961,3.28,301.5308,0.4351,0.6596,81,81,100,2.02131E+12,301.42
MOD11A2,LST_Day_1km,A2017225,13/08/2017,298.72,301.8,24320.4199,3.08,300.2521,0.3845,0.6201,81,81,100,2.02131E+12,301.1
MOD11A2,LST_Day_1km,A2017233,21/08/2017,302.32,305.86,24613.9434,3.54,303.8759,0.7043,0.8392,81,81,100,2.02131E+12,304.32
MOD11A2,LST_Day_1km,A2017241,29/08/2017,301.12,305.5,24600.2012,4.38,303.7062,1.5003,1.2249,81,81,100,2.02131E+12,304.42
MOD11A2,LST_Day_1km,A2017249,06/09/2017,302.68,307.06,24699.5352,4.38,304.9325,1.1817,1.0871,81,81,100,2.02131E+12,305.82
MOD11A2,LST_Day_1km,A2017257,14/09/2017,300.62,303.5,24494.7871,2.88,302.4048,0.5521,0.7431,81,81,100,2.02131E+12,302.68
